species,cpi,house sales,gas price,gold price,usd to pound,usd to euro,unemployment,s and p 500,volatility,cpi pdiff,house sales pdiff,gas price pdiff,gold price pdiff,usd to pound pdiff,usd to euro pdiff,unemployment pdiff,s and p 500 pdiff,volatility pdiff
positive,229.1033953,362.2790698,3.5642,1589.25,0.644656,0.795809,8.18372093,1324.18,22.09,0.000559622,0.004513799,-0.011262761,-0.010634987,-0.009306729,-0.010536092,-0.001418842,0.030089459,-0.104943274
positive,229.2315349,363.9069767,3.5138,1628.5,0.637147,0.790713,8.172093023,1357.98,18.38,0.000559309,0.004493516,-0.014140621,0.024697184,-0.011648073,-0.006403547,-0.001420858,0.025525231,-0.167949298
negative,229.3596744,365.5348837,3.4208,1583.25,0.642037,0.797977,8.160465116,1319.99,19.72,0.000558996,0.004473415,-0.026467073,-0.027786306,0.007674838,0.009186645,-0.00142288,-0.027975375,0.072905332
positive,229.487814,367.1627907,3.367,1608.5,0.637486,0.791546,8.148837209,1374.02,16.66,0.000558684,0.004453493,-0.015727315,0.015948208,-0.007088377,-0.00805913,-0.001424907,0.040932128,-0.155172414
negative,229.6159535,368.7906977,3.4142,1594.5,0.645408,0.81368,8.137209302,1341.47,18.72,0.000558372,0.004433747,0.014018414,-0.008703761,0.01242694,0.027962999,-0.001426941,-0.023689612,0.12364946
positive,229.744093,370.4186047,3.4404,1595,0.641876,0.816804,8.125581395,1363.67,16.48,0.00055806,0.004414176,0.007673833,0.000313578,-0.005472507,0.003839347,-0.00142898,0.01654901,-0.11965812
negative,229.8722326,372.0465116,3.4968,1573,0.641964,0.824475,8.113953488,1338.31,20.47,0.000557749,0.004394776,0.016393443,-0.013793103,0.000137098,0.009391482,-0.001431025,-0.018596875,0.24211165
positive,230.0003721,373.6744186,3.5354,1622.75,0.635966,0.813588,8.102325581,1379.32,18.93,0.000557438,0.004375547,0.011038664,0.031627463,-0.009343203,-0.013204767,-0.001433075,0.030643125,-0.075232047
positive,230.1745581,373.1627907,3.6602,1613,0.640305,0.807215,8.081395349,1401.35,15.99,0.000757329,-0.001369181,0.035300107,-0.006008319,0.006822692,-0.007833203,-0.002583238,0.015971638,-0.155309033
neutral,230.3602558,372.1162791,3.7256,1614.5,0.637621,0.81279,8.058139535,1403.93,14.85,0.000806769,-0.002804437,0.017867876,0.000929944,-0.004191752,0.006906462,-0.002877698,0.001841082,-0.071294559
neutral,230.5459535,371.0697674,3.7504,1624,0.637061,0.811446,8.034883721,1413.17,15.02,0.000806119,-0.002812324,0.006656646,0.005884175,-0.000878265,-0.001653564,-0.002886003,0.006581525,0.011447811
neutral,230.7316512,370.0232558,3.7894,1663.5,0.632626,0.799238,8.011627907,1409.3,16.49,0.000805469,-0.002820256,0.010398891,0.02432266,-0.006961657,-0.015044747,-0.002894356,-0.002738524,0.097869507
neutral,230.9173488,368.9767442,3.8438,1691.5,0.629977,0.79511,7.988372093,1404.94,17.98,0.000804821,-0.002828232,0.014355835,0.016831981,-0.004187308,-0.00516492,-0.002902758,-0.003093734,0.090357793
positive,231.1030465,367.9302326,3.8532,1731,0.624889,0.781433,7.965116279,1433.56,16.41,0.000804174,-0.002836254,0.002445497,0.023352054,-0.008076485,-0.017201394,-0.002911208,0.020370977,-0.087319244
positive,231.2887442,366.8837209,3.8676,1756.75,0.61634,0.762114,7.941860465,1459.32,14.18,0.000803528,-0.002844321,0.003737154,0.014875794,-0.01368083,-0.024722529,-0.002919708,0.017969251,-0.135892748
negative,231.4744419,365.8372093,3.8216,1766.75,0.616563,0.772166,7.918604651,1441.59,15.43,0.000802882,-0.002852434,-0.011893681,0.00569233,0.000361813,0.013189628,-0.002928258,-0.012149494,0.088152327
neutral,231.599,366.4347826,3.8132,1778.5,0.61929,0.777451,7.895652174,1445.75,15.71,0.000538108,0.00163344,-0.002198032,0.00665063,0.004422906,0.006844383,-0.002898551,0.002885703,0.018146468
neutral,231.479,373.6086957,3.8438,1770.75,0.621285,0.769108,7.873913043,1441.48,16.37,-0.000518137,0.019577598,0.008024756,-0.004357605,0.003221431,-0.010731223,-0.002753304,-0.002953484,0.042011458

